unit,ust0,ust0,ust0,ust0,ust0,ust0,ust1,ust1,ust1,ust1,ust1,ust1,ust2,ust2,ust2,ust2,ust2,ust2,ust3,ust3,ust3,ust3,ust3,ust3,ust4,ust4,ust4,ust4,ust4,ust4,ust5,ust5,ust5,ust5,ust5,ust5,ust6,ust6,ust6,ust6,ust6,ust6,ust7,ust7,ust7,ust7,ust7,ust7,ust8,ust8,ust8,ust8,ust8,ust8,ust9,ust9,ust9,ust9,ust9,ust9
2023-01-01 13:00:00+01:00,False,False,True,0.0,25553.689558269045,22.642414261412778,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 14:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 15:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 16:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 17:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 18:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 19:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 20:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 21:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 22:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 23:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 00:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 01:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 02:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 03:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 04:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 05:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 06:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.3071468526220992,23036.013946657436,20.411571860201917,False,False,True,0.27401730207729524,41102.59531159428,36.41986759454714,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 07:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,23036.013946657436,20.411571860201917,False,False,True,0.0,41102.59531159428,36.41986759454714,False,False,True,0.3743988950692543,22463.933704155257,19.904667453620355,False,False,True,0.5067637925692402,30405.827554154414,26.94175891400625,False,False,True,0.2645635741302262,19842.268059766964,17.581682373920014,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 08:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,23036.013946657436,20.411571860201917,True,False,False,0.0,0.0,0.0,False,False,True,0.0,22463.933704155257,19.904667453620355,False,False,True,0.0,30405.827554154414,26.94175891400625,False,False,True,0.0,19842.268059766964,17.581682373920014,False,False,True,0.29549047337270595,22161.785502952946,19.636942328277367,False,False,True,0.18850237272008818,28275.35590801323,25.05400718742582,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 09:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,23036.013946657436,20.411571860201917,True,False,False,0.0,0.0,0.0,False,False,True,0.0,22463.933704155257,19.904667453620355,False,False,True,0.0,30405.827554154414,26.94175891400625,False,False,True,0.0,19842.268059766964,17.581682373920014,False,False,True,0.0,22161.785502952946,19.636942328277367,False,False,True,0.0,28275.35590801323,25.05400718742582,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 10:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,22463.933704155257,19.904667453620355,False,False,True,0.0,30405.827554154414,26.94175891400625,False,False,True,0.0,19842.268059766964,17.581682373920014,False,False,True,0.0,22161.785502952946,19.636942328277367,True,False,False,0.0,0.0,0.0,False,False,True,0.3934908430766768,39349.08430766768,34.86613021848968,False,False,True,0.42489025149549015,31866.76886216176,28.236258412095687
2023-01-02 11:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,22463.933704155257,19.904667453620355,False,False,True,0.0,30405.827554154414,26.94175891400625,True,False,False,0.0,0.0,0.0,False,False,True,0.0,22161.785502952946,19.636942328277367,True,False,False,0.0,0.0,0.0,False,False,True,0.0,39349.08430766768,34.86613021848968,False,False,True,0.0,31866.76886216176,28.236258412095687
2023-01-02 12:00:00+01:00,False,False,True,0.23422977280386448,23422.977280386447,20.75444931773268,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,39349.08430766768,34.86613021848968,False,False,True,0.0,31866.76886216176,28.236258412095687
2023-01-02 13:00:00+01:00,False,False,True,0.0,23422.977280386447,20.75444931773268,True,False,False,0.0,0.0,0.0,False,False,True,0.4448404171820167,33363.031288651255,29.56205497181005,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,31866.76886216176,28.236258412095687
2023-01-02 14:00:00+01:00,False,False,True,0.0,23422.977280386447,20.75444931773268,False,False,True,0.32429835843063226,24322.37688229742,21.551382313517156,False,False,True,0.0,33363.031288651255,29.56205497181005,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 15:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,24322.37688229742,21.551382313517156,False,False,True,0.0,33363.031288651255,29.56205497181005,False,False,True,0.33291423383526686,16645.711691763343,14.749302598418126,True,False,False,0.0,0.0,0.0,False,False,True,0.32802275325620806,14058.117996694631,12.456507726258211,True,False,False,0.0,0.0,0.0,False,False,True,0.5248751121959138,39365.63341469353,34.88079392237797,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 16:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,24322.37688229742,21.551382313517156,False,False,True,0.0,33363.031288651255,29.56205497181005,False,False,True,0.0,16645.711691763343,14.749302598418126,True,False,False,0.0,0.0,0.0,False,False,True,0.0,14058.117996694631,12.456507726258211,True,False,False,0.0,0.0,0.0,False,False,True,0.0,39365.63341469353,34.88079392237797,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 17:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,24322.37688229742,21.551382313517156,True,False,False,0.0,0.0,0.0,False,False,True,0.0,16645.711691763343,14.749302598418126,True,False,False,0.0,0.0,0.0,False,False,True,0.0,14058.117996694631,12.456507726258211,True,False,False,0.0,0.0,0.0,False,False,True,0.0,39365.63341469353,34.88079392237797,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 18:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,16645.711691763343,14.749302598418126,True,False,False,0.0,0.0,0.0,False,False,True,0.0,14058.117996694631,12.456507726258211,True,False,False,0.0,0.0,0.0,False,False,True,0.0,39365.63341469353,34.88079392237797,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 19:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,16645.711691763343,14.749302598418126,True,False,False,0.0,0.0,0.0,False,False,True,0.0,14058.117996694631,12.456507726258211,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 20:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,16645.711691763343,14.749302598418126,True,False,False,0.0,0.0,0.0,False,False,True,0.0,14058.117996694631,12.456507726258211,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 21:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,14058.117996694631,12.456507726258211,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 22:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 23:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 00:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 01:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 02:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 03:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 04:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 05:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 06:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.3071712942511523,23037.84706883642,20.413196138828052,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 07:00:00+01:00,False,False,True,0.4041345342695757,24248.07205617454,21.48554287178566,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,23037.84706883642,20.413196138828052,True,False,False,0.0,0.0,0.0,False,False,True,0.5013634464310884,30081.80678586531,26.654653114737073,True,False,False,0.0,0.0,0.0,False,False,True,0.24087725632496904,4516.44855609317,4.001899567740865,False,False,True,0.5599136076897805,41993.520576733536,37.20929171599321
2023-01-03 08:00:00+01:00,False,False,True,0.0,24248.07205617454,21.48554287178566,True,False,False,0.0,0.0,0.0,False,False,True,0.18484493840163907,18484.493840163905,16.378596366178698,True,False,False,0.0,0.0,0.0,False,False,True,0.0,23037.84706883642,20.413196138828052,True,False,False,0.0,0.0,0.0,False,False,True,0.0,30081.80678586531,26.654653114737073,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4516.44855609317,4.001899567740865,False,False,True,0.0,41993.520576733536,37.20929171599321
2023-01-03 09:00:00+01:00,False,False,True,0.0,24248.07205617454,21.48554287178566,False,False,True,0.28409845815010465,17045.90748900628,15.103904974180285,False,False,True,0.0,18484.493840163905,16.378596366178698,False,False,True,0.2495758047200876,18718.18535400657,16.58566392304702,False,False,True,0.0,23037.84706883642,20.413196138828052,True,False,False,0.0,0.0,0.0,False,False,True,0.0,30081.80678586531,26.654653114737073,False,False,True,0.508156288839057,38111.721662929274,33.769737561379294,False,False,True,0.0,4516.44855609317,4.001899567740865,False,False,True,0.0,41993.520576733536,37.20929171599321
2023-01-03 10:00:00+01:00,False,False,True,0.0,24248.07205617454,21.48554287178566,False,False,True,0.0,17045.90748900628,15.103904974180285,False,False,True,0.0,18484.493840163905,16.378596366178698,False,False,True,0.0,18718.18535400657,16.58566392304702,True,False,False,0.0,0.0,0.0,False,False,True,0.1913724925438302,14352.936940787265,12.71773860053318,False,False,True,0.0,30081.80678586531,26.654653114737073,False,False,True,0.0,38111.721662929274,33.769737561379294,False,False,True,0.0,4516.44855609317,4.001899567740865,False,False,True,0.0,41993.520576733536,37.20929171599321
2023-01-03 11:00:00+01:00,False,False,True,0.0,24248.07205617454,21.48554287178566,False,False,True,0.0,17045.90748900628,15.103904974180285,True,False,False,0.0,0.0,0.0,False,False,True,0.0,18718.18535400657,16.58566392304702,True,False,False,0.0,0.0,0.0,False,False,True,0.0,14352.936940787265,12.71773860053318,False,False,True,0.0,30081.80678586531,26.654653114737073,False,False,True,0.0,38111.721662929274,33.769737561379294,False,False,True,0.0,4516.44855609317,4.001899567740865,True,False,False,0.0,0.0,0.0
2023-01-03 12:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,17045.90748900628,15.103904974180285,True,False,False,0.0,0.0,0.0,False,False,True,0.0,18718.18535400657,16.58566392304702,False,False,True,0.3015875693893637,22619.06770420228,20.042127380379075,False,False,True,0.0,14352.936940787265,12.71773860053318,True,False,False,0.0,0.0,0.0,False,False,True,0.0,38111.721662929274,33.769737561379294,False,False,True,0.0,4516.44855609317,4.001899567740865,True,False,False,0.0,0.0,0.0
2023-01-03 13:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,17045.90748900628,15.103904974180285,False,False,True,0.48135615977796364,28881.36958667782,25.59097906888809,True,False,False,0.0,0.0,0.0,False,False,True,0.0,22619.06770420228,20.042127380379075,False,False,True,0.0,14352.936940787265,12.71773860053318,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4516.44855609317,4.001899567740865,False,False,True,0.40129010641716284,24077.40638502977,21.33432076284322
