unit,hst0,hst0,hst0,hst0,hst0,hst0,hst1,hst1,hst1,hst1,hst1,hst1,hst2,hst2,hst2,hst2,hst2,hst2,hst3,hst3,hst3,hst3,hst3,hst3,hst4,hst4,hst4,hst4,hst4,hst4
2023-01-01 19:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 20:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 21:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 22:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-01 23:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 00:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 01:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 02:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 03:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 04:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3973.0798400030467,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 05:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3973.0798400030467,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 06:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3973.0798400030467,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 07:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3973.0798400030467,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 08:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1944.091249574218,0.0,False,False,True,0.0,3973.0798400030467,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 09:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1944.091249574218,0.0,False,False,True,0.0,3973.0798400030467,0.0,False,False,True,0.0,1990.6530396900318,0.0
2023-01-02 10:00:00+01:00,False,False,True,0.0,4476.78517694859,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1944.091249574218,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1990.6530396900318,0.0
2023-01-02 11:00:00+01:00,False,False,True,0.0,4476.78517694859,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1990.6530396900318,0.0
2023-01-02 12:00:00+01:00,False,False,True,0.0,4476.78517694859,0.0,False,False,True,0.0,3919.0395447353185,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2370.2662820945548,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 13:00:00+01:00,False,False,True,0.0,4476.78517694859,0.0,False,False,True,0.0,3919.0395447353185,0.0,False,False,True,0.0,2624.718692943219,0.0,False,False,True,0.0,2370.2662820945548,0.0,False,False,True,0.0,1709.515100389729,0.0
2023-01-02 14:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3919.0395447353185,0.0,False,False,True,0.0,2624.718692943219,0.0,False,False,True,0.0,2370.2662820945548,0.0,False,False,True,0.0,1709.515100389729,0.0
2023-01-02 15:00:00+01:00,False,False,True,0.0,2146.2659729203724,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2624.718692943219,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1709.515100389729,0.0
2023-01-02 16:00:00+01:00,False,False,True,0.0,2146.2659729203724,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 17:00:00+01:00,False,False,True,0.0,2146.2659729203724,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 18:00:00+01:00,False,False,True,0.0,2146.2659729203724,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 19:00:00+01:00,False,False,True,0.0,2146.2659729203724,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 20:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 21:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 22:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-02 23:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 00:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 01:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 02:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 03:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 04:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 05:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1878.3611783021413,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 06:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1878.3611783021413,0.0,False,False,True,0.0,3362.812359675445,0.0,False,False,True,0.0,2489.6659810527676,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 07:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1878.3611783021413,0.0,False,False,True,0.0,3362.812359675445,0.0,False,False,True,0.0,2489.6659810527676,0.0,False,False,True,0.0,2032.9478897118336,0.0
2023-01-03 08:00:00+01:00,False,False,True,0.0,2442.728795827859,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3362.812359675445,0.0,False,False,True,0.0,2489.6659810527676,0.0,False,False,True,0.0,2032.9478897118336,0.0
2023-01-03 09:00:00+01:00,False,False,True,0.0,2442.728795827859,0.0,False,False,True,0.0,2434.220414305192,0.0,False,False,True,0.0,3362.812359675445,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2032.9478897118336,0.0
2023-01-03 10:00:00+01:00,False,False,True,0.0,2442.728795827859,0.0,False,False,True,0.0,2434.220414305192,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2025.2978830936145,0.0,False,False,True,0.0,2032.9478897118336,0.0
2023-01-03 11:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2434.220414305192,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2025.2978830936145,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 12:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.2346163898656,0.0,False,False,True,0.0,2025.2978830936145,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 13:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3647.2346163898656,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3117.9173450993926,0.0
2023-01-03 14:00:00+01:00,False,False,True,0.0,3002.7075920250822,0.0,False,False,True,0.0,2188.663134800125,0.0,False,False,True,0.0,3647.2346163898656,0.0,False,False,True,0.0,2382.0598298833524,0.0,False,False,True,0.0,3117.9173450993926,0.0
2023-01-03 15:00:00+01:00,False,False,True,0.0,3002.7075920250822,0.0,False,False,True,0.0,2188.663134800125,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2382.0598298833524,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 16:00:00+01:00,False,False,True,0.0,3002.7075920250822,0.0,False,False,True,0.0,2188.663134800125,0.0,False,False,True,0.0,2271.34243396207,0.0,False,False,True,0.0,2382.0598298833524,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 17:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2271.34243396207,0.0,False,False,True,0.0,2382.0598298833524,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 18:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2271.34243396207,0.0,False,False,True,0.0,2382.0598298833524,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 19:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 20:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 21:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 22:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-03 23:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 00:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 01:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 02:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 03:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4602.208919821897,0.0
2023-01-04 04:00:00+01:00,False,False,True,0.0,2997.7110085523173,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4602.208919821897,0.0
2023-01-04 05:00:00+01:00,False,False,True,0.0,2997.7110085523173,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4602.208919821897,0.0
2023-01-04 06:00:00+01:00,False,False,True,0.0,2997.7110085523173,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 07:00:00+01:00,False,False,True,0.0,2997.7110085523173,0.0,False,False,True,0.0,3545.7114958623674,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 08:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3545.7114958623674,0.0,False,False,True,0.0,2147.853660522931,0.0,False,False,True,0.0,3682.383382839398,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 09:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3545.7114958623674,0.0,False,False,True,0.0,2147.853660522931,0.0,False,False,True,0.0,3682.383382839398,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 10:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3545.7114958623674,0.0,False,False,True,0.0,2147.853660522931,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 11:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 12:00:00+01:00,False,False,True,0.0,2621.5679034737036,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3088.8320879916173,0.0
2023-01-04 13:00:00+01:00,False,False,True,0.0,2621.5679034737036,0.0,False,False,True,0.0,2956.4519121701505,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2996.2312181331095,0.0,False,False,True,0.0,3088.8320879916173,0.0
2023-01-04 14:00:00+01:00,False,False,True,0.0,2621.5679034737036,0.0,False,False,True,0.0,2956.4519121701505,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2996.2312181331095,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 15:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2956.4519121701505,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 16:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 17:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 18:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 19:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 20:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 21:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 22:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-04 23:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 00:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 01:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 02:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 03:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 04:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 05:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2616.5170298281673,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3851.811730778903,0.0
2023-01-05 06:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2616.5170298281673,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3851.811730778903,0.0
2023-01-05 07:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2616.5170298281673,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3851.811730778903,0.0
2023-01-05 08:00:00+01:00,False,False,True,0.0,2290.206628476664,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 09:00:00+01:00,False,False,True,0.0,2290.206628476664,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2520.628629947813,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 10:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2520.628629947813,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 11:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2927.318165371497,0.0,False,False,True,0.0,2971.28500961902,0.0,False,False,True,0.0,2520.628629947813,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 12:00:00+01:00,False,False,True,0.0,2158.3460631888306,0.0,False,False,True,0.0,2927.318165371497,0.0,False,False,True,0.0,2971.28500961902,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,2304.965670681428,0.0
2023-01-05 13:00:00+01:00,False,False,True,0.0,2158.3460631888306,0.0,False,False,True,0.0,2927.318165371497,0.0,False,False,True,0.0,2971.28500961902,0.0,False,False,True,0.0,1755.1657025093566,0.0,False,False,True,0.0,2304.965670681428,0.0
2023-01-05 14:00:00+01:00,False,False,True,0.0,2158.3460631888306,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1755.1657025093566,0.0,False,False,True,0.0,2304.965670681428,0.0
2023-01-05 15:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3097.1963499944645,0.0,False,False,True,0.0,1613.388433377629,0.0,False,False,True,0.0,1755.1657025093566,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 16:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3097.1963499944645,0.0,False,False,True,0.0,1613.388433377629,0.0,False,False,True,0.0,1755.1657025093566,0.0,False,False,True,0.0,4225.827272235107,0.0
2023-01-05 17:00:00+01:00,True,False,False,0.0,0.0,0.0,False,False,True,0.0,3097.1963499944645,0.0,False,False,True,0.0,1613.388433377629,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4225.827272235107,0.0
2023-01-05 18:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,1613.388433377629,0.0,True,False,False,0.0,0.0,0.0,False,False,True,0.0,4225.827272235107,0.0
2023-01-05 19:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 20:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 21:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 22:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
2023-01-05 23:00:00+01:00,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0,True,False,False,0.0,0.0,0.0
